step steering gas brake
988 -1.00 0.00 0.00
989 -1.00 0.00 0.00
990 -1.00 0.00 0.00
991 -1.00 0.00 0.00
992 -1.00 0.00 0.00
993 -1.00 0.00 0.00
994 -1.00 0.00 0.00
995 -1.00 0.00 0.00
996 -1.00 0.00 0.00
997 -1.00 0.00 0.00
998 -1.00 0.00 0.00
999 -1.00 0.00 0.00
1000 -1.00 0.00 0.00
1001 0.00 0.00 0.00
1002 0.00 0.00 0.00
1003 0.00 0.00 0.00
1004 0.00 0.00 0.00
1005 0.00 0.00 0.00
1006 0.00 0.00 0.00
1007 0.00 0.00 0.00
1008 0.00 0.00 0.00
1009 0.00 0.00 0.00
1010 0.00 0.00 0.00
1011 0.00 0.00 0.00
1012 0.00 0.00 0.00
1013 0.00 0.00 0.00
1014 0.00 0.00 0.00
1015 0.00 0.00 0.00
1016 0.00 0.00 0.00
1017 0.00 0.00 0.00
1018 0.00 0.00 0.00
1019 0.00 0.00 0.00
1020 0.00 0.00 0.00
1021 0.00 0.00 0.00
1022 0.00 0.00 0.00
1023 0.00 0.00 0.00
1024 0.00 0.00 0.00
1025 0.00 0.00 0.00
1026 0.00 0.00 0.00
1027 0.00 0.00 0.00
1028 0.00 0.00 0.00
1029 0.00 0.00 0.00
1030 0.00 0.00 0.00
1031 0.00 0.00 0.00
1032 0.00 0.00 0.00
1033 0.00 0.00 0.00
1034 0.00 0.00 0.00
1035 0.00 0.00 0.00
1036 0.00 0.00 0.00
1037 0.00 0.00 0.00
1038 0.00 0.00 0.00
1039 0.00 0.00 0.00
1040 0.00 0.00 0.00
1041 0.00 0.00 0.00
1042 1.00 0.00 0.00
1043 1.00 0.00 0.00
1044 1.00 0.00 0.00
1045 1.00 0.00 0.00
1046 1.00 0.00 0.00
1047 1.00 0.00 0.00
1048 1.00 0.00 0.00
1049 0.00 0.00 0.00
1050 0.00 0.00 0.00
1051 0.00 0.00 0.00
1052 0.00 0.00 0.00
1053 0.00 0.00 0.00
1054 0.00 0.00 0.00
1055 0.00 0.00 0.00
1056 0.00 0.00 0.00
1057 0.00 0.00 0.00
1058 0.00 0.00 0.00
1059 0.00 0.00 0.00
1060 0.00 0.00 0.00
1061 0.00 0.00 0.00
1062 -1.00 0.00 0.00
1063 -1.00 0.00 0.00
1064 -1.00 0.00 0.00
1065 -1.00 0.00 0.00
1066 -1.00 0.00 0.00
1067 -1.00 0.00 0.00
1068 -1.00 0.00 0.00
1069 -1.00 0.00 0.00
1070 0.00 0.00 0.00
1071 0.00 0.00 0.00
1072 0.00 0.00 0.00
1073 0.00 0.00 0.00
1074 0.00 0.00 0.00
1075 0.00 0.00 0.00
1076 0.00 0.00 0.00
1077 0.00 0.00 0.00
1078 0.00 0.00 0.00
1079 0.00 0.00 0.00
1080 0.00 0.00 0.00
1081 -1.00 0.00 0.00
1082 -1.00 0.00 0.00
1083 -1.00 0.00 0.00
1084 -1.00 0.00 0.00
1085 -1.00 0.00 0.00
1086 -1.00 0.00 0.00
1087 -1.00 0.00 0.00
1088 -1.00 0.00 0.00
1089 -1.00 0.00 0.00
1090 -1.00 0.00 0.00
1091 -1.00 0.00 0.00
1092 -1.00 0.00 0.00
1093 -1.00 0.00 0.00
1094 -1.00 0.00 0.00
1095 -1.00 0.00 0.00
1096 -1.00 0.00 0.00
1097 -1.00 0.00 0.00
1098 0.00 0.00 0.00
1099 0.00 0.00 0.00
1100 0.00 0.00 0.00
1101 0.00 0.00 0.00
1102 0.00 0.00 0.00
1103 0.00 0.00 0.00
1104 0.00 0.00 0.00
1105 -1.00 0.00 0.00
1106 -1.00 0.00 0.00
1107 -1.00 0.00 0.00
1108 -1.00 0.00 0.00
1109 -1.00 0.00 0.00
1110 -1.00 0.00 0.00
1111 0.00 0.00 0.00
1112 0.00 0.00 0.00
1113 0.00 0.00 0.00
1114 0.00 0.00 0.00
1115 0.00 0.00 0.00
1116 0.00 0.00 0.00
1117 0.00 0.00 0.00
1118 0.00 0.00 0.00
1119 0.00 0.00 0.00
1120 0.00 0.00 0.00
1121 0.00 0.00 0.00
1122 0.00 0.00 0.00
1123 0.00 0.00 0.00
1124 0.00 0.00 0.00
1125 0.00 0.00 0.00
1126 0.00 0.00 0.00
1127 0.00 0.00 0.00
1128 0.00 0.00 0.00
1129 0.00 0.00 0.00
1130 0.00 0.00 0.00
1131 0.00 0.00 0.00
1132 0.00 0.00 0.00
1133 0.00 0.00 0.00
1134 0.00 0.00 0.00
1135 0.00 0.00 0.00
1136 0.00 0.00 0.00
1137 0.00 0.00 0.00
1138 0.00 0.00 0.00
1139 0.00 0.00 0.00
1140 0.00 0.00 0.00
1141 0.00 0.00 0.00
1142 0.00 0.00 0.00
1143 0.00 0.00 0.00
1144 0.00 0.00 0.00
1145 0.00 0.00 0.00
1146 0.00 0.00 0.00
1147 0.00 0.00 0.00
1148 1.00 0.00 0.00
1149 1.00 0.00 0.00
1150 1.00 0.00 0.00
1151 1.00 0.00 0.00
1152 1.00 0.00 0.00
1153 0.00 0.00 0.00
1154 0.00 0.00 0.00
1155 0.00 0.00 0.00
1156 0.00 0.00 0.00
1157 0.00 0.00 0.00
1158 0.00 0.00 0.00
1159 0.00 0.00 0.00
1160 -1.00 0.00 0.00
1161 -1.00 0.00 0.00
1162 -1.00 0.00 0.00
1163 -1.00 0.00 0.00
1164 -1.00 0.00 0.00
1165 0.00 0.00 0.00
1166 0.00 0.00 0.00
1167 0.00 0.00 0.00
1168 0.00 0.00 0.00
1169 0.00 0.00 0.00
1170 0.00 0.00 0.00
1171 0.00 0.00 0.00
1172 0.00 0.00 0.00
1173 0.00 0.00 0.00
1174 0.00 0.00 0.00
1175 0.00 0.00 0.00
1176 0.00 0.00 0.00
1177 0.00 0.00 0.00
1178 0.00 0.00 0.00
1179 0.00 0.00 0.00
1180 0.00 0.00 0.00
1181 0.00 0.00 0.00
1182 0.00 0.00 0.00
1183 1.00 0.00 0.00
1184 1.00 0.00 0.00
1185 1.00 0.00 0.00
1186 1.00 0.00 0.00
1187 0.00 0.00 0.00
1188 0.00 0.00 0.00
1189 0.00 0.00 0.00
1190 0.00 0.00 0.00
1191 0.00 0.00 0.00
1192 0.00 0.00 0.00
1193 0.00 0.00 0.00
1194 0.00 0.00 0.00
1195 0.00 0.00 0.00
1196 0.00 0.00 0.00
1197 0.00 0.00 0.00
1198 -1.00 0.00 0.00
1199 -1.00 0.00 0.00
1200 -1.00 0.00 0.00
1201 -1.00 0.00 0.00
1202 -1.00 0.00 0.00
1203 -1.00 0.00 0.00
1204 0.00 0.00 0.00
1205 0.00 0.00 0.00
1206 0.00 0.00 0.00
1207 0.00 0.00 0.00
1208 0.00 0.00 0.00
1209 0.00 0.00 0.00
1210 0.00 0.00 0.00
1211 0.00 0.00 0.00
1212 0.00 0.00 0.00
1213 0.00 0.00 0.00
1214 0.00 0.00 0.00
1215 0.00 0.00 0.00
1216 0.00 0.00 0.00
1217 0.00 0.00 0.00
1218 0.00 0.00 0.00
1219 0.00 0.00 0.00
1220 0.00 0.00 0.00
1221 1.00 0.00 0.00
1222 1.00 0.00 0.00
1223 1.00 0.00 0.00
1224 1.00 0.00 0.00
1225 1.00 0.00 0.00
1226 1.00 0.00 0.00
1227 0.00 0.00 0.00
1228 0.00 0.00 0.00
1229 0.00 0.00 0.00
1230 0.00 0.00 0.00
1231 0.00 0.00 0.00
1232 0.00 0.00 0.00
1233 0.00 0.00 0.00
1234 0.00 0.00 0.00
1235 0.00 0.00 0.00
1236 0.00 0.00 0.00
1237 0.00 0.00 0.00
1238 0.00 0.00 0.00
1239 0.00 0.00 0.00
1240 0.00 0.00 0.00
1241 0.00 0.00 0.00
1242 0.00 0.00 0.00
1243 0.00 0.00 0.00
1244 0.00 0.00 0.00
1245 0.00 0.00 0.00
1246 0.00 0.00 0.00
1247 0.00 0.00 0.00
1248 0.00 0.00 0.00
1249 0.00 0.00 0.00
1250 0.00 0.00 0.00
1251 0.00 0.00 0.00
1252 0.00 0.00 0.00
1253 0.00 0.00 0.00
1254 0.00 0.00 0.00
1255 0.00 0.00 0.00
1256 0.00 0.00 0.00
1257 -1.00 0.00 0.00
1258 -1.00 0.00 0.00
1259 -1.00 0.00 0.00
1260 -1.00 0.00 0.00
1261 0.00 0.00 0.00
1262 0.00 0.00 0.00
1263 0.00 0.00 0.00
1264 0.00 0.00 0.00
1265 0.00 0.00 0.00
1266 0.00 0.00 0.00
1267 0.00 0.00 0.00
1268 0.00 0.00 0.00
1269 0.00 0.00 0.00
1270 0.00 0.00 0.00
1271 0.00 0.00 0.00
1272 0.00 0.00 0.00
1273 0.00 0.00 0.00
1274 0.00 0.00 0.00
1275 0.00 0.00 0.00
1276 0.00 0.00 0.00
1277 0.00 0.00 0.00
1278 0.00 0.00 0.00
1279 0.00 0.00 0.00
1280 0.00 0.00 0.00
1281 1.00 0.00 0.00
1282 1.00 0.00 0.00
1283 1.00 0.00 0.00
1284 1.00 0.00 0.00
1285 1.00 0.00 0.00
1286 1.00 0.00 0.00
1287 1.00 0.00 0.00
1288 1.00 0.00 0.00
1289 1.00 0.00 0.00
1290 1.00 0.00 0.00
1291 1.00 0.00 0.00
1292 1.00 0.00 0.00
1293 1.00 0.00 0.00
1294 1.00 0.00 0.00
1295 1.00 0.00 0.00
1296 0.00 0.00 0.00
1297 0.00 0.00 0.00
1298 0.00 0.00 0.00
1299 0.00 0.00 0.00
1300 0.00 0.00 0.00
1301 0.00 0.00 0.00
1302 0.00 0.00 0.00
1303 0.00 0.00 0.00
1304 0.00 0.00 0.00
1305 -1.00 0.00 0.00
1306 -1.00 0.00 0.00
1307 -1.00 0.00 0.00
1308 -1.00 0.00 0.00
1309 -1.00 0.00 0.00
1310 -1.00 0.00 0.00
1311 -1.00 0.00 0.00
1312 -1.00 0.00 0.00
1313 -1.00 0.00 0.00
1314 -1.00 0.00 0.00
1315 -1.00 0.00 0.00
1316 -1.00 0.00 0.00
1317 -1.00 0.00 0.00
1318 -1.00 0.00 0.00
1319 0.00 0.00 0.00
1320 0.00 0.00 0.00
1321 0.00 0.00 0.00
1322 0.00 0.00 0.00
1323 0.00 0.00 0.00
1324 0.00 0.00 0.00
1325 0.00 0.00 0.00
1326 0.00 0.00 0.00
1327 0.00 0.00 0.00
1328 0.00 0.00 0.00
1329 0.00 0.00 0.00
1330 0.00 0.00 0.00
1331 0.00 0.00 0.00
1332 0.00 0.00 0.00
1333 0.00 0.00 0.00
1334 0.00 0.00 0.00
1335 0.00 0.00 0.00
1336 0.00 0.00 0.00
1337 0.00 0.00 0.00
1338 0.00 0.00 0.00
1339 0.00 0.00 0.00
1340 0.00 0.00 0.00
1341 0.00 0.00 0.00
1342 0.00 0.00 0.00
1343 0.00 0.00 0.00
1344 0.00 0.00 0.00
1345 0.00 0.00 0.00
1346 0.00 0.00 0.00
1347 0.00 0.00 0.00
1348 0.00 0.00 0.00
1349 0.00 0.00 0.00
1350 0.00 0.00 0.00
1351 -1.00 0.00 0.00
1352 -1.00 0.00 0.00
1353 -1.00 0.00 0.00
1354 -1.00 0.00 0.00
1355 -1.00 0.00 0.00
1356 -1.00 0.00 0.00
1357 0.00 0.00 0.00
1358 0.00 0.00 0.00
1359 0.00 0.00 0.00
1360 0.00 0.00 0.00
1361 0.00 0.00 0.00
1362 0.00 0.00 0.00
1363 0.00 0.00 0.00
1364 0.00 0.00 0.00
1365 0.00 0.00 0.00
1366 0.00 0.00 0.00
1367 0.00 0.00 0.00
1368 0.00 0.00 0.00
1369 0.00 0.00 0.00
1370 0.00 0.00 0.00
1371 1.00 0.00 0.00
1372 1.00 0.00 0.00
1373 1.00 0.00 0.00
1374 1.00 0.00 0.00
1375 1.00 0.00 0.00
1376 1.00 0.00 0.00
1377 0.00 0.00 0.00
1378 0.00 0.00 0.00
1379 0.00 0.00 0.00
1380 0.00 0.00 0.00
1381 0.00 0.00 0.00
1382 0.00 0.00 0.00
1383 0.00 0.00 0.00
1384 0.00 0.00 0.00
1385 0.00 0.00 0.00
1386 0.00 0.00 0.00
1387 1.00 0.00 0.00
1388 1.00 0.00 0.00
1389 1.00 0.00 0.00
1390 1.00 0.00 0.00
1391 1.00 0.00 0.00
1392 0.00 0.00 0.00
1393 0.00 0.00 0.00
1394 0.00 0.00 0.00
1395 0.00 0.00 0.00
1396 0.00 0.00 0.00
1397 0.00 0.00 0.00
1398 -1.00 0.00 0.00
1399 -1.00 0.00 0.00
1400 -1.00 0.00 0.00
1401 -1.00 0.00 0.00
1402 -1.00 0.00 0.00
1403 -1.00 0.00 0.00
1404 0.00 0.00 0.00
1405 0.00 0.00 0.00
1406 0.00 0.00 0.00
1407 0.00 0.00 0.00
1408 0.00 0.00 0.00
1409 0.00 0.00 0.00
1410 0.00 0.00 0.00
1411 0.00 0.00 0.00
1412 0.00 0.00 0.00
1413 0.00 0.00 0.00
1414 0.00 0.00 0.00
1415 0.00 0.00 0.00
1416 0.00 0.00 0.00
1417 0.00 0.00 0.00
1418 0.00 0.00 0.00
1419 0.00 0.00 0.00
1420 0.00 0.00 0.00
1421 0.00 0.00 0.00
1422 0.00 0.00 0.00
1423 0.00 0.00 0.00
1424 0.00 0.00 0.00
1425 0.00 0.00 0.00
1426 0.00 0.00 0.00
1427 0.00 0.00 0.00
1428 0.00 0.00 0.00
1429 0.00 0.00 0.00
1430 0.00 0.00 0.00
1431 0.00 0.00 0.00
1432 0.00 0.00 0.00
1433 0.00 0.00 0.00
1434 0.00 0.00 0.00
1435 0.00 0.00 0.00
1436 0.00 0.00 0.00
1437 0.00 0.00 0.00
1438 0.00 0.00 0.00
1439 0.00 0.00 0.00
1440 0.00 0.00 0.00
1441 0.00 0.00 0.00
1442 0.00 0.00 0.00
1443 0.00 0.00 0.00
1444 0.00 0.00 0.00
1445 0.00 0.00 0.00
1446 0.00 0.00 0.00
1447 0.00 0.00 0.00
1448 0.00 0.00 0.00
1449 0.00 0.00 0.00
1450 0.00 0.00 0.00
1451 0.00 0.00 0.00
1452 0.00 0.00 0.00
1453 0.00 0.00 0.00
1454 -1.00 0.00 0.00
1455 -1.00 0.00 0.00
1456 -1.00 0.00 0.00
1457 -1.00 0.00 0.00
1458 -1.00 0.00 0.00
1459 -1.00 0.00 0.00
1460 -1.00 0.00 0.00
1461 -1.00 0.00 0.00
1462 -1.00 0.00 0.00
1463 -1.00 0.00 0.00
1464 -1.00 0.00 0.00
1465 -1.00 0.00 0.00
1466 -1.00 0.00 0.00
1467 -1.00 0.00 0.00
1468 -1.00 0.00 0.00
1469 -1.00 0.00 0.00
1470 -1.00 0.00 0.00
1471 -1.00 0.00 0.00
1472 -1.00 0.00 0.00
1473 -1.00 0.00 0.00
1474 -1.00 0.00 0.00
1475 -1.00 0.00 0.00
1476 -1.00 0.00 0.00
1477 -1.00 0.00 0.00
1478 -1.00 0.00 0.00
1479 -1.00 0.00 0.00
1480 -1.00 0.00 0.00
1481 -1.00 0.00 0.00
1482 0.00 0.00 0.00
1483 0.00 0.00 0.00
1484 0.00 0.00 0.00
1485 0.00 0.00 0.00
1486 0.00 0.00 0.00
1487 0.00 0.00 0.00
1488 0.00 0.00 0.00
1489 0.00 0.00 0.00
1490 0.00 0.00 0.00
1491 0.00 0.00 0.00
1492 0.00 0.00 0.00
1493 0.00 0.00 0.00
1494 0.00 0.00 0.00
1495 0.00 0.00 0.00
1496 0.00 0.00 0.00
1497 0.00 0.00 0.00
1498 0.00 0.00 0.00
1499 0.00 0.00 0.00
1500 0.00 0.00 0.00
1501 0.00 0.00 0.00
1502 0.00 0.00 0.00
1503 0.00 0.00 0.00
1504 0.00 0.00 0.00
1505 0.00 0.00 0.00
1506 0.00 0.00 0.00
1507 0.00 1.00 0.00
1508 0.00 1.00 0.00
1509 0.00 1.00 0.00
1510 0.00 1.00 0.00
1511 0.00 1.00 0.00
1512 0.00 1.00 0.00
1513 0.00 1.00 0.00
1514 0.00 1.00 0.00
1515 0.00 1.00 0.00
1516 0.00 1.00 0.00
1517 0.00 1.00 0.00
1518 0.00 1.00 0.00
1519 0.00 1.00 0.00
1520 0.00 1.00 0.00
1521 0.00 1.00 0.00
1522 0.00 1.00 0.00
1523 0.00 1.00 0.00
1524 0.00 1.00 0.00
1525 0.00 1.00 0.00
1526 0.00 1.00 0.00
1527 0.00 1.00 0.00
1528 0.00 1.00 0.00
1529 0.00 0.00 0.00
1530 0.00 0.00 0.00
1531 0.00 0.00 0.00
1532 0.00 0.00 0.00
1533 0.00 0.00 0.00
1534 0.00 0.00 0.00
1535 0.00 0.00 0.00
1536 0.00 0.00 0.00
1537 0.00 0.00 0.00
1538 0.00 0.00 0.00
1539 0.00 0.00 0.00
1540 0.00 0.00 0.00
1541 0.00 0.00 0.00
1542 0.00 0.00 0.00
1543 0.00 0.00 0.00
1544 0.00 0.00 0.00
1545 0.00 0.00 0.00
1546 0.00 0.00 0.00
1547 1.00 0.00 0.00
1548 1.00 0.00 0.00
1549 1.00 0.00 0.00
1550 1.00 0.00 0.00
1551 1.00 0.00 0.00
1552 1.00 0.00 0.00
1553 0.00 0.00 0.00
1554 0.00 0.00 0.00
1555 0.00 0.00 0.00
1556 0.00 0.00 0.00
1557 1.00 0.00 0.00
1558 1.00 0.00 0.00
1559 1.00 0.00 0.00
1560 1.00 0.00 0.00
1561 1.00 0.00 0.00
1562 1.00 0.00 0.00
1563 1.00 0.00 0.00
1564 1.00 0.00 0.00
1565 1.00 0.00 0.00
1566 1.00 0.00 0.00
1567 1.00 0.00 0.00
1568 1.00 0.00 0.00
1569 1.00 0.00 0.00
1570 1.00 0.00 0.00
1571 1.00 0.00 0.00
1572 1.00 0.00 0.00
1573 1.00 0.00 0.00
1574 1.00 0.00 0.00
1575 1.00 0.00 0.00
1576 1.00 0.00 0.00
1577 0.00 0.00 0.00
1578 0.00 0.00 0.00
1579 0.00 0.00 0.00
1580 -1.00 0.00 0.00
1581 -1.00 0.00 0.00
1582 -1.00 0.00 0.00
1583 -1.00 0.00 0.00
1584 -1.00 0.00 0.00
1585 -1.00 0.00 0.00
1586 -1.00 0.00 0.00
1587 -1.00 0.00 0.00
1588 -1.00 0.00 0.00
1589 -1.00 0.00 0.00
1590 -1.00 0.00 0.00
1591 -1.00 0.00 0.00
1592 -1.00 0.00 0.00
1593 0.00 0.00 0.00
1594 0.00 0.00 0.00
1595 0.00 0.00 0.00
1596 0.00 0.00 0.00
1597 0.00 0.00 0.00
1598 0.00 0.00 0.00
1599 0.00 0.00 0.00
1600 0.00 0.00 0.00
1601 0.00 0.00 0.00
1602 0.00 0.00 0.00
1603 0.00 0.00 0.00
1604 0.00 0.00 0.00
1605 -1.00 0.00 0.00
1606 -1.00 0.00 0.00
1607 -1.00 0.00 0.00
1608 -1.00 0.00 0.00
1609 -1.00 0.00 0.00
1610 -1.00 0.00 0.00
1611 -1.00 0.00 0.00
1612 0.00 0.00 0.00
1613 0.00 0.00 0.00
1614 0.00 0.00 0.00
1615 0.00 0.00 0.00
1616 0.00 0.00 0.00
1617 0.00 0.00 0.00
1618 0.00 0.00 0.00
1619 0.00 0.00 0.00
1620 0.00 0.00 0.00
1621 0.00 0.00 0.00
1622 0.00 0.00 0.00
1623 0.00 0.00 0.00
1624 0.00 0.00 0.00
1625 0.00 0.00 0.00
1626 0.00 0.00 0.00
1627 0.00 0.00 0.00
1628 0.00 0.00 0.00
1629 0.00 0.00 0.00
1630 0.00 0.00 0.00
1631 0.00 0.00 0.00
1632 0.00 0.00 0.00
1633 1.00 0.00 0.00
1634 1.00 0.00 0.00
1635 1.00 0.00 0.00
1636 1.00 0.00 0.00
1637 1.00 0.00 0.00
1638 1.00 0.00 0.00
1639 0.00 0.00 0.00
1640 0.00 0.00 0.00
1641 0.00 0.00 0.00
1642 0.00 0.00 0.00
1643 0.00 0.00 0.00
1644 0.00 0.00 0.00
1645 0.00 0.00 0.00
1646 0.00 0.00 0.00
1647 0.00 0.00 0.00
1648 0.00 0.00 0.00
1649 0.00 0.00 0.00
1650 0.00 0.00 0.00
1651 -1.00 0.00 0.00
1652 -1.00 0.00 0.00
1653 -1.00 0.00 0.00
1654 -1.00 0.00 0.00
1655 -1.00 0.00 0.00
1656 -1.00 0.00 0.00
1657 -1.00 0.00 0.00
1658 -1.00 0.00 0.00
1659 -1.00 0.00 0.00
1660 -1.00 0.00 0.00
1661 -1.00 0.00 0.00
1662 -1.00 0.00 0.00
1663 -1.00 0.00 0.00
1664 -1.00 0.00 0.00
1665 -1.00 0.00 0.00
1666 -1.00 0.00 0.00
1667 -1.00 0.00 0.00
1668 -1.00 0.00 0.00
1669 -1.00 0.00 0.00
1670 -1.00 0.00 0.00
1671 -1.00 0.00 0.00
1672 -1.00 0.00 0.00
1673 -1.00 0.00 0.00
1674 -1.00 0.00 0.00
1675 -1.00 0.00 0.00
1676 -1.00 0.00 0.00
1677 -1.00 0.00 0.00
1678 -1.00 0.00 0.00
1679 0.00 0.00 0.00
1680 0.00 0.00 0.00
1681 0.00 0.00 0.00
1682 0.00 0.00 0.00
1683 0.00 0.00 0.00
1684 0.00 0.00 0.00
1685 0.00 0.00 0.00
1686 0.00 0.00 0.00
1687 0.00 0.00 0.00
1688 0.00 0.00 0.00
1689 0.00 0.00 0.00
1690 0.00 0.00 0.00
1691 0.00 0.00 0.00
1692 0.00 0.00 0.00
1693 0.00 0.00 0.00
1694 0.00 0.00 0.00
1695 0.00 0.00 0.00
1696 0.00 0.00 0.00
1697 0.00 0.00 0.00
1698 0.00 0.00 0.00
1699 0.00 0.00 0.00
1700 0.00 0.00 0.00
1701 0.00 0.00 0.00
1702 0.00 0.00 0.00
1703 0.00 0.00 0.00
1704 0.00 0.00 0.00
1705 0.00 0.00 0.00
1706 -1.00 0.00 0.00
1707 -1.00 0.00 0.00
1708 -1.00 0.00 0.00
1709 -1.00 0.00 0.00
1710 -1.00 0.00 0.00
1711 0.00 0.00 0.00
1712 0.00 0.00 0.00
1713 0.00 0.00 0.00
1714 0.00 0.00 0.00
1715 0.00 0.00 0.00
1716 0.00 0.00 0.00
1717 0.00 0.00 0.00
1718 0.00 0.00 0.00
1719 0.00 0.00 0.00
